,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY,REGION_CODE
2,-2000,7.1,1.0,18.0,40.0,,TURKMENISTAN,40.0
16,-426,7.1,2500.0,,130.0,,GREECE,130.0
33,-186,7.0,760.0,,30.0,,CHINA,30.0
35,-70,7.0,6000.0,,30.0,,CHINA,30.0
46,-26,5.5,13.0,,30.0,,CHINA,30.0
73,115,7.5,260000.0,,140.0,,TURKEY,140.0
92,294,5.5,101.0,,30.0,,CHINA,30.0
143,512,7.5,5130.0,,30.0,2720.0,CHINA,30.0
148,525,7.0,250000.0,,140.0,,TURKEY,140.0
150,528,7.1,4870.0,,140.0,,TURKEY,140.0
154,551,7.1,5000.0,,130.0,,GREECE,130.0
173,649,5.5,50.0,,30.0,,CHINA,30.0
184,734,7.0,101.0,,30.0,,CHINA,30.0
201,778,5.6,48.0,,130.0,,ITALY,130.0
202,780,6.3,100.0,,30.0,,SOUTH KOREA,30.0
210,814,7.0,101.0,,30.0,,CHINA,30.0
225,851,5.2,12000.0,10.0,40.0,,ARMENIA,40.0
233,856,7.9,200000.0,,140.0,,IRAN,140.0
236,858,5.2,12000.0,10.0,140.0,,TURKEY,140.0
247,871,6.8,20000.0,,140.0,,IRAN,140.0
275,978,5.3,2000.0,,140.0,,IRAN,140.0
289,1008,6.5,16000.0,,140.0,,IRAN,140.0
298,1038,7.3,32300.0,,30.0,,CHINA,30.0
302,1042,7.6,50000.0,15.0,140.0,,IRAN,140.0
308,1057,6.8,25000.0,,30.0,,CHINA,30.0
331,1096,8.4,400.0,,30.0,,JAPAN,30.0
333,1101,6.5,60000.0,10.0,140.0,,IRAN,140.0
356,1143,6.0,10000.0,,30.0,,CHINA,30.0
382,1202,7.6,30000.0,,140.0,,SYRIA,140.0
385,1208,6.1,2000.0,10.0,40.0,,TURKMENISTAN,40.0
386,1209,6.3,3000.0,,30.0,,CHINA,30.0
389,1219,6.5,10000.0,,30.0,,CHINA,30.0
426,1290,6.8,100000.0,,30.0,,CHINA,30.0
428,1291,6.5,150.0,,30.0,,CHINA,30.0
430,1293,7.1,23024.0,,30.0,,JAPAN,30.0
438,1303,8.0,4000.0,,130.0,,GREECE,130.0
441,1305,6.5,2000.0,,30.0,,CHINA,30.0
442,1306,6.5,5000.0,,30.0,,CHINA,30.0
447,1314,6.0,340.0,,30.0,,CHINA,30.0
458,1336,7.6,20000.0,,140.0,,IRAN,140.0
493,1372,4.8,16.0,,30.0,,CHINA,30.0
533,1440,6.3,200.0,,30.0,,CHINA,30.0
571,1482,7.5,30000.0,,140.0,,TURKEY,140.0
577,1487,6.3,1900.0,,30.0,,CHINA,30.0
586,1494,5.5,3.0,,30.0,,CHINA,30.0
600,1501,7.0,400.0,,30.0,,CHINA,30.0
604,1502,6.5,50.0,,30.0,,CHINA,30.0
617,1509,7.7,5000.0,,140.0,10000.0,TURKEY,140.0
624,1511,6.5,15.0,7.0,130.0,,SLOVENIA,130.0
632,1515,7.0,100.0,,30.0,,CHINA,30.0
650,1531,7.7,30000.0,,130.0,,PORTUGAL,130.0
653,1536,7.3,3.0,,30.0,,CHINA,30.0
679,1556,8.0,830000.0,,30.0,,CHINA,30.0
685,1560,5.5,100.0,,30.0,,CHINA,30.0
686,1561,7.3,1001.0,,30.0,,CHINA,30.0
693,1564,5.8,650.0,,120.0,,FRANCE,120.0
699,1568,6.8,200.0,,30.0,,CHINA,30.0
710,1575,8.5,21.0,,160.0,,CHILE,160.0
712,1577,6.5,170.0,,30.0,,CHINA,30.0
715,1579,5.0,10.0,,30.0,,CHINA,30.0
722,1584,5.9,100.0,,120.0,,SWITZERLAND,120.0
727,1586,8.2,8000.0,,30.0,,JAPAN,30.0
728,1586,5.5,20.0,,30.0,,CHINA,30.0
729,1586,8.5,22.0,60.0,160.0,,PERU,160.0
757,1601,6.2,9.0,,120.0,,SWITZERLAND,120.0
761,1604,8.5,100.0,30.0,160.0,,PERU,160.0
767,1605,7.5,2000.0,,30.0,,CHINA,30.0
768,1606,6.5,2000.0,,30.0,,CHINA,30.0
774,1609,7.3,840.0,,30.0,,CHINA,30.0
777,1610,7.9,60.0,,160.0,,VENEZUELA,160.0
781,1611,5.5,2.0,,30.0,,CHINA,30.0
789,1613,5.6,103.0,,130.0,,ITALY,130.0
809,1619,8.6,350.0,40.0,160.0,,PERU,160.0
821,1622,7.0,12000.0,,30.0,,CHINA,30.0
826,1626,7.0,5200.0,,30.0,,CHINA,30.0
830,1627,6.7,5000.0,,130.0,,ITALY,130.0
833,1628,6.3,63.0,,30.0,,CHINA,30.0
848,1633,7.1,150.0,,30.0,,JAPAN,30.0
852,1634,6.0,30.0,,30.0,,CHINA,30.0
855,1636,7.2,520.0,,130.0,,GREECE,130.0
859,1638,7.0,9581.0,,130.0,,ITALY,130.0
886,1645,8.0,600.0,,170.0,2500.0,PHILIPPINES,170.0
894,1647,8.5,1000.0,,160.0,,CHILE,160.0
908,1652,6.8,3000.0,,30.0,,CHINA,30.0
909,1653,7.5,2500.0,,140.0,,TURKEY,140.0
911,1654,8.0,10400.0,,30.0,,CHINA,30.0
947,1664,7.3,400.0,15.0,160.0,,PERU,160.0
948,1664,6.3,50.0,,30.0,,SOUTH KOREA,30.0
958,1667,7.2,5000.0,,130.0,,CROATIA,130.0
962,1667,6.9,80000.0,12.0,40.0,,AZERBAIJAN,40.0
968,1668,6.6,17500.0,,140.0,,TURKEY,140.0
969,1668,8.5,42578.0,,30.0,,CHINA,30.0
971,1669,5.7,7000.0,5.0,40.0,,AZERBAIJAN,40.0
981,1672,5.6,1500.0,,130.0,,ITALY,130.0
987,1673,6.6,5600.0,,140.0,,IRAN,140.0
990,1674,6.8,86.0,40.0,170.0,35.0,INDONESIA,170.0
1004,1678,7.4,1.0,,30.0,,JAPAN,30.0
1006,1679,5.9,7600.0,15.0,140.0,,TURKEY,140.0
1007,1679,8.0,13162.0,,30.0,,CHINA,30.0
1010,1680,6.8,2700.0,,30.0,,CHINA,30.0
1019,1683,7.0,1001.0,,30.0,,CHINA,30.0
1026,1687,8.5,5000.0,30.0,160.0,,PERU,160.0
1034,1688,6.3,190.0,,30.0,,CHINA,30.0
1035,1688,7.0,16000.0,,140.0,,TURKEY,140.0
1046,1693,6.0,60000.0,,130.0,,ITALY,130.0
1052,1695,8.0,20000.0,,30.0,,CHINA,30.0
1071,1703,6.7,10000.0,,130.0,,ITALY,130.0
1074,1703,8.2,5233.0,,30.0,,JAPAN,30.0
1083,1707,5.8,160.0,10.0,160.0,,PERU,160.0
1085,1707,8.4,5000.0,,30.0,,JAPAN,30.0
1091,1709,7.5,2032.0,,30.0,,CHINA,30.0
1098,1711,6.7,1000.0,,30.0,,JAPAN,30.0
1099,1713,6.8,2100.0,,30.0,,CHINA,30.0
1121,1718,7.5,73000.0,,30.0,,CHINA,30.0
1134,1721,7.7,40000.0,,140.0,,IRAN,140.0
1140,1725,7.7,1500.0,60.0,160.0,,PERU,160.0
1142,1725,6.0,614.0,,30.0,184.0,CHINA,30.0
1158,1730,9.1,2.0,,160.0,,CHILE,160.0
1159,1730,6.5,658.0,,30.0,,CHINA,30.0
1176,1736,6.0,260.0,,30.0,100.0,TAIWAN,30.0
1186,1738,6.5,336.0,,30.0,,CHINA,30.0
1187,1739,8.0,50000.0,,30.0,,CHINA,30.0
1207,1746,8.0,1141.0,30.0,160.0,,PERU,160.0
1210,1748,5.5,15.0,,30.0,,CHINA,30.0
1214,1748,6.0,5.0,,30.0,,CHINA,30.0
1215,1748,5.5,40.0,,30.0,,CHINA,30.0
1220,1750,6.0,37.0,,30.0,,CHINA,30.0
1227,1751,6.6,2100.0,,30.0,,JAPAN,30.0
1229,1751,6.8,900.0,,30.0,,CHINA,30.0
1242,1754,6.5,4.0,,170.0,,INDONESIA,170.0
1246,1755,6.5,270.0,,30.0,80.0,CHINA,30.0
1247,1755,6.0,70.0,,30.0,20.0,CHINA,30.0
1251,1755,8.5,50000.0,,130.0,,PORTUGAL,130.0
1256,1757,7.0,1000.0,,160.0,,ECUADOR,160.0
1274,1761,6.0,120.0,,30.0,120.0,CHINA,30.0
1275,1761,6.0,50.0,,30.0,30.0,CHINA,30.0
1282,1763,6.2,83.0,,110.0,,HUNGARY,110.0
1284,1763,6.5,1000.0,,30.0,,CHINA,30.0
1288,1765,6.5,2068.0,,30.0,,CHINA,30.0
1290,1766,6.9,1700.0,,30.0,,JAPAN,30.0
1293,1766,6.8,40.0,25.0,90.0,700.0,CUBA,90.0
1347,1779,6.5,10000.0,,140.0,,IRAN,140.0
1348,1780,7.7,50000.0,20.0,140.0,,IRAN,140.0
1359,1783,6.9,30000.0,13.0,130.0,,ITALY,130.0
1372,1784,8.0,383.0,,160.0,,PERU,160.0
1379,1785,6.0,36.0,,30.0,,CHINA,30.0
1383,1786,7.5,435.0,,30.0,,CHINA,30.0
1407,1791,7.0,50.0,,130.0,80.0,GREECE,130.0
1413,1792,6.8,252.0,,30.0,432.0,TAIWAN,30.0
1415,1792,6.0,205.0,,30.0,,CHINA,30.0
1417,1793,6.9,12.0,,30.0,,JAPAN,30.0
1418,1793,8.3,25.0,,30.0,,JAPAN,30.0
1420,1793,6.0,200.0,,30.0,30.0,CHINA,30.0
1432,1797,8.3,40000.0,,160.0,,ECUADOR,160.0
1444,1799,6.5,2000.0,,30.0,,CHINA,30.0
1459,1802,6.6,19.0,,30.0,,JAPAN,30.0
1460,1803,6.0,200.0,,30.0,,CHINA,30.0
1465,1804,7.3,450.0,,30.0,,JAPAN,30.0
1473,1806,7.7,100.0,,40.0,,CHINA,40.0
1476,1808,5.7,2.0,,130.0,,ITALY,130.0
1488,1810,6.6,59.0,,30.0,,JAPAN,30.0
1491,1811,7.0,21.0,,30.0,21.0,TAIWAN,30.0
1492,1811,6.5,480.0,,30.0,,CHINA,30.0
1502,1812,7.7,26000.0,33.0,160.0,,VENEZUELA,160.0
1506,1812,6.9,40.0,,150.0,,USA,150.0
1507,1812,7.5,1.0,,150.0,,USA,150.0
1511,1814,5.3,4.0,,30.0,,CHINA,30.0
1513,1814,6.0,900.0,,30.0,,CHINA,30.0
1517,1815,6.5,111.0,,30.0,,TAIWAN,30.0
1518,1815,6.8,13000.0,,30.0,,CHINA,30.0
1519,1815,7.0,10253.0,150.0,60.0,,INDONESIA,60.0
1523,1816,7.5,23.0,33.0,100.0,,GUATEMALA,100.0
1524,1816,6.5,2854.0,,30.0,,CHINA,30.0
1526,1817,8.0,4.0,,120.0,,FRANCE,120.0
1537,1819,5.8,126.0,,30.0,58.0,CHINA,30.0
1543,1819,7.7,1543.0,,60.0,,INDIA,60.0
1548,1820,6.0,430.0,,30.0,590.0,CHINA,30.0
1550,1820,6.9,8.0,,130.0,,GREECE,130.0
1561,1822,5.5,23.0,,30.0,20.0,CHINA,30.0
1564,1822,8.5,72.0,,160.0,200.0,CHILE,160.0
1583,1825,6.8,58.0,,130.0,,GREECE,130.0
1594,1827,5.3,84.0,,30.0,,CHINA,30.0
1598,1827,7.0,250.0,,160.0,,COLOMBIA,160.0
1601,1828,8.3,30.0,50.0,160.0,,PERU,160.0
1614,1829,6.0,200.0,,30.0,,CHINA,30.0
1619,1830,6.3,40.0,16.0,40.0,,RUSSIA,40.0
1622,1830,7.5,7477.0,,30.0,,CHINA,30.0
1629,1831,6.3,33.0,,30.0,,CHINA,30.0
1641,1833,8.0,6700.0,,30.0,,CHINA,30.0
1642,1833,7.7,700.0,,160.0,25.0,PERU,160.0
1644,1833,7.4,35.0,,30.0,,JAPAN,30.0
1645,1834,7.0,80.0,5.0,160.0,,COLOMBIA,160.0
1658,1834,5.5,88.0,,30.0,,CHINA,30.0
1659,1835,8.2,50.0,,160.0,500.0,CHILE,160.0
1671,1837,6.4,5000.0,,140.0,,ISRAEL,140.0
1676,1837,6.0,37.0,,30.0,,CHINA,30.0
1687,1839,7.8,390.0,33.0,90.0,,MARTINIQUE,90.0
1688,1839,6.0,100.0,,30.0,,CHINA,30.0
1689,1839,6.0,129.0,,30.0,18.0,CHINA,30.0
1695,1839,6.5,117.0,,30.0,534.0,TAIWAN,30.0
1700,1840,6.5,17.0,,170.0,200.0,PHILIPPINES,170.0
1701,1840,6.7,1049.0,,140.0,,TURKEY,140.0
1713,1842,8.1,5000.0,,90.0,,HAITI,90.0
1721,1843,8.3,5000.0,33.0,90.0,,GUADELOUPE,90.0
1730,1844,6.4,1500.0,,140.0,,IRAN,140.0
1736,1845,7.0,118.0,,170.0,,INDONESIA,170.0
1739,1845,6.0,380.0,,30.0,,TAIWAN,30.0
1753,1846,6.1,56.0,5.0,130.0,,ITALY,130.0
1756,1847,7.4,12000.0,,30.0,,JAPAN,30.0
1772,1848,6.0,3.0,,170.0,,NEW ZEALAND,170.0
1773,1848,6.8,1001.0,,30.0,,TAIWAN,30.0
1775,1849,6.0,40.0,13.0,160.0,,VENEZUELA,160.0
1781,1850,7.5,20650.0,,30.0,,CHINA,30.0
1793,1851,6.6,2000.0,,130.0,,ALBANIA,130.0
1800,1852,5.8,2000.0,10.0,140.0,,IRAN,140.0
1802,1852,6.0,300.0,,30.0,400.0,CHINA,30.0
1804,1852,7.3,17.0,,140.0,,TURKEY,140.0
1805,1852,7.5,3.0,,170.0,1.0,PHILIPPINES,170.0
1821,1853,6.7,1000.0,14.0,90.0,,VENEZUELA,90.0
1844,1854,8.3,300.0,,30.0,,JAPAN,30.0
1851,1855,6.7,1900.0,,140.0,,TURKEY,140.0
1856,1855,6.7,1300.0,,140.0,,TURKEY,140.0
1866,1855,7.0,6757.0,,30.0,,JAPAN,30.0
1868,1855,5.5,7.0,,30.0,,CHINA,30.0
1876,1856,5.5,300.0,,30.0,,CHINA,30.0
1889,1857,7.0,36.0,50.0,60.0,,INDONESIA,60.0
1897,1857,6.5,10000.0,,130.0,,ITALY,130.0
1916,1859,6.1,15000.0,,140.0,,TURKEY,140.0
1917,1859,5.9,100.0,10.0,40.0,,AZERBAIJAN,40.0
1926,1859,7.6,10.0,,160.0,,CHILE,160.0
1946,1861,6.0,2.0,,30.0,8.0,CHINA,30.0
1949,1861,7.5,17.0,,130.0,,GREECE,130.0
1955,1862,6.5,2000.0,,30.0,,TAIWAN,30.0
1956,1862,6.5,3.0,,10.0,,GHANA,10.0
1958,1862,6.1,800.0,,140.0,,TURKEY,140.0
1965,1863,6.5,400.0,,170.0,2000.0,PHILIPPINES,170.0
1972,1863,5.5,9.0,,40.0,10.0,CHINA,40.0
1973,1863,6.7,2.0,,140.0,,TURKEY,140.0
1982,1864,6.4,100.0,,140.0,,IRAQ,140.0
2008,1867,7.9,200.0,100.0,130.0,,GREECE,130.0
2009,1867,7.0,500.0,,130.0,,GREECE,130.0
2020,1868,7.9,31.0,,150.0,,USA,150.0
2029,1868,8.5,25000.0,25.0,160.0,,CHILE,160.0
2033,1868,7.7,70000.0,20.0,160.0,,ECUADOR,160.0
2040,1868,6.8,30.0,,150.0,,USA,150.0
2062,1869,7.5,3.0,,130.0,,TURKEY,130.0
2064,1870,7.3,2300.0,,30.0,,CHINA,30.0
2066,1870,7.9,24.0,,150.0,20.0,MEXICO,150.0
2071,1870,7.0,100.0,,130.0,,GREECE,130.0
2073,1870,7.5,100.0,,130.0,,GREECE,130.0
2094,1871,5.6,2000.0,15.0,140.0,,IRAN,140.0
2096,1872,6.3,4000.0,15.0,140.0,,IRAN,140.0
2101,1872,7.4,804.0,,30.0,200.0,JAPAN,30.0
2102,1872,7.8,27.0,,150.0,56.0,USA,150.0
2104,1872,7.3,1800.0,,140.0,,TURKEY,140.0
2135,1875,7.5,25.0,,150.0,,MEXICO,150.0
2139,1875,7.3,1300.0,,140.0,,TURKEY,140.0
2142,1875,7.5,1001.0,20.0,160.0,,COLOMBIA,160.0
2157,1877,8.3,103.0,40.0,160.0,,CHILE,160.0
2174,1878,5.9,400.0,13.0,160.0,,VENEZUELA,160.0
2176,1878,6.7,40.0,,140.0,500.0,TURKEY,140.0
2180,1878,5.5,70.0,,30.0,,CHINA,30.0
2188,1879,6.7,2000.0,,140.0,,IRAN,140.0
2189,1879,6.7,700.0,15.0,140.0,,IRAN,140.0
2191,1879,8.0,22000.0,,30.0,,CHINA,30.0
2198,1880,5.5,8.0,,30.0,9.0,CHINA,30.0
2201,1880,7.5,20.0,100.0,170.0,50.0,PHILIPPINES,170.0
2204,1880,6.7,30.0,,140.0,,TURKEY,140.0
2205,1880,7.7,2.0,,160.0,,CHILE,160.0
2214,1881,5.5,11.0,,30.0,,TAIWAN,30.0
2216,1881,7.3,7866.0,,130.0,,GREECE,130.0
2223,1881,6.5,480.0,,30.0,,CHINA,30.0
2229,1881,6.1,12.0,,140.0,,TURKEY,140.0
2243,1882,5.8,11.0,,30.0,,CHINA,30.0
2244,1882,6.3,8.0,,30.0,3.0,TAIWAN,30.0
2249,1883,7.3,15000.0,,140.0,,TURKEY,140.0
2257,1884,6.5,17.0,,30.0,80.0,CHINA,30.0
2259,1884,6.7,745.0,,130.0,1475.0,SPAIN,130.0
2261,1885,6.0,80.0,,30.0,,CHINA,30.0
2272,1885,6.9,75.0,,60.0,,BANGLADESH,60.0
2275,1885,6.9,54.0,15.0,40.0,,KYRGYZSTAN,40.0
2278,1885,5.9,33.0,,15.0,,ALGERIA,15.0
2280,1885,5.0,4.0,,30.0,,CHINA,30.0
2282,1886,7.5,600.0,,130.0,,GREECE,130.0
2283,1886,7.3,60.0,,150.0,,USA,150.0
2288,1887,8.0,44.0,80.0,150.0,,MEXICO,150.0
2298,1887,6.8,2000.0,,30.0,3000.0,CHINA,30.0
2299,1888,7.5,1.0,,90.0,,TRINIDAD AND TOBAGO,90.0
2313,1889,6.3,20.0,,30.0,74.0,JAPAN,30.0
2318,1889,6.9,25.0,,130.0,,GREECE,130.0
2322,1890,7.2,171.0,10.0,140.0,,IRAN,140.0
2328,1891,5.8,31.0,,30.0,,CHINA,30.0
2333,1891,8.4,7273.0,,30.0,,JAPAN,30.0
2350,1893,6.7,400.0,,140.0,,TURKEY,140.0
2360,1893,6.8,288.0,,30.0,133.0,CHINA,30.0
2361,1893,6.6,18000.0,,140.0,,IRAN,140.0
2362,1893,6.8,90.0,,40.0,32.0,CHINA,40.0
2367,1894,7.9,1.0,40.0,30.0,6.0,JAPAN,30.0
2368,1894,6.7,255.0,,130.0,,GREECE,130.0
2370,1894,8.2,400.0,20.0,160.0,,VENEZUELA,160.0
2371,1894,7.5,24.0,,30.0,157.0,JAPAN,30.0
2375,1894,7.0,726.0,,30.0,,JAPAN,30.0
2379,1895,6.8,1000.0,,140.0,,IRAN,140.0
2381,1895,6.1,7.0,16.0,130.0,,SLOVENIA,130.0
2402,1896,5.8,26.0,,30.0,12.0,CHINA,30.0
2405,1896,6.5,7.0,,40.0,4.0,CHINA,40.0
2408,1896,8.3,27122.0,,30.0,9247.0,JAPAN,30.0
2414,1896,6.6,7.0,25.0,40.0,5.0,CHINA,40.0
2417,1897,6.1,1600.0,33.0,140.0,,IRAN,140.0
2422,1897,6.0,56.0,,30.0,100.0,TAIWAN,30.0
2429,1897,8.0,1542.0,33.0,60.0,,INDIA,60.0
2447,1898,6.0,47.0,,40.0,85.0,CHINA,40.0
2451,1898,6.5,6.0,,160.0,,CHILE,160.0
2453,1898,5.5,12.0,,30.0,,CHINA,30.0
2465,1899,6.7,1117.0,,140.0,,TURKEY,140.0
2466,1899,7.8,2460.0,,170.0,300.0,INDONESIA,170.0
2471,1899,6.4,6.0,,150.0,8.0,USA,150.0
2472,1899,5.6,247.0,,140.0,,TURKEY,140.0
2480,1900,5.9,140.0,,140.0,,TURKEY,140.0
2488,1900,8.4,25.0,25.0,90.0,,VENEZUELA,90.0
2494,1901,6.4,4.0,,110.0,50.0,BULGARIA,110.0
2495,1901,7.2,4.0,,110.0,50.0,BULGARIA,110.0
2501,1901,8.2,18.0,33.0,30.0,,JAPAN,30.0
2510,1902,7.0,2.0,,150.0,,MEXICO,150.0
2514,1902,6.9,86.0,15.0,40.0,60.0,AZERBAIJAN,40.0
2516,1902,5.5,4.0,,140.0,,TURKEY,140.0
2517,1902,7.5,2000.0,33.0,100.0,,GUATEMALA,100.0
2524,1902,7.7,2500.0,30.0,40.0,,CHINA,40.0
2526,1902,5.5,6.0,,30.0,,CHINA,30.0
2531,1902,6.4,4880.0,9.0,40.0,,UZBEKISTAN,40.0
2537,1903,5.7,20.0,,140.0,,ISRAEL,140.0
2540,1903,6.3,3560.0,,140.0,,TURKEY,140.0
2543,1903,5.8,1000.0,,140.0,,TURKEY,140.0
2548,1903,7.8,2.0,100.0,130.0,,GREECE,130.0
2550,1903,6.5,350.0,,140.0,,IRAN,140.0
2558,1904,6.0,3.0,,30.0,10.0,TAIWAN,30.0
2564,1904,6.2,4.0,10.0,130.0,,GREECE,130.0
2567,1904,6.0,400.0,,30.0,,CHINA,30.0
2570,1904,6.3,145.0,,30.0,158.0,TAIWAN,30.0
2577,1905,7.8,19000.0,25.0,60.0,,INDIA,60.0
2582,1905,6.6,120.0,20.0,130.0,,ALBANIA,130.0
2583,1905,7.8,11.0,100.0,30.0,,JAPAN,30.0
2590,1905,7.1,557.0,15.0,130.0,2000.0,ITALY,130.0
2595,1905,5.0,13.0,,30.0,,CHINA,30.0
2606,1906,8.6,1000.0,25.0,160.0,,ECUADOR,160.0
2612,1906,6.8,1258.0,,30.0,145.0,TAIWAN,30.0
2615,1906,6.5,15.0,,30.0,84.0,TAIWAN,30.0
2616,1906,7.9,700.0,20.0,150.0,,USA,150.0
2618,1906,5.3,1.0,,30.0,,CHINA,30.0
2622,1906,8.2,4000.0,25.0,160.0,,CHILE,160.0
2631,1906,8.3,280.0,33.0,40.0,,CHINA,40.0
2635,1907,6.5,1000.0,,90.0,,JAMAICA,90.0
2639,1907,8.3,8.0,60.0,150.0,,MEXICO,150.0
2640,1907,7.6,2.0,,170.0,,PHILIPPINES,170.0
2651,1907,7.4,12000.0,35.0,40.0,,TAJIKISTAN,40.0
2652,1907,5.9,158.0,33.0,130.0,,ITALY,130.0
2669,1908,7.0,78000.0,40.0,130.0,,ITALY,130.0
2670,1909,5.8,8.0,,140.0,,TURKEY,140.0
2671,1909,7.7,5500.0,33.0,140.0,,IRAN,140.0
2680,1909,7.3,9.0,,30.0,51.0,TAIWAN,30.0
2681,1909,6.6,30.0,,130.0,,PORTUGAL,130.0
2683,1909,6.5,21.0,,30.0,,CHINA,30.0
2687,1909,6.2,40.0,,120.0,,FRANCE,120.0
2693,1909,6.9,41.0,33.0,30.0,,JAPAN,30.0
2696,1909,7.2,231.0,60.0,60.0,,PAKISTAN,60.0
2701,1909,7.3,4.0,,30.0,,TAIWAN,30.0
2708,1910,7.8,60.0,200.0,30.0,,TAIWAN,30.0
2715,1910,6.4,12.0,33.0,15.0,,ALGERIA,15.0
2722,1910,7.3,2.0,,10.0,,ZAMBIA,10.0
2726,1911,7.7,450.0,25.0,40.0,,KAZAKHSTAN,40.0
2729,1911,7.4,90.0,26.0,40.0,,TAJIKISTAN,40.0
2731,1911,6.7,700.0,50.0,140.0,,IRAN,140.0
2735,1911,7.9,45.0,11.0,150.0,22.0,MEXICO,150.0
2736,1911,8.0,12.0,160.0,30.0,,JAPAN,30.0
2752,1912,7.8,3000.0,60.0,140.0,1575.0,TURKEY,140.0
2764,1913,7.8,138.0,15.0,170.0,,INDONESIA,170.0
2765,1913,5.8,11.0,,140.0,,IRAN,140.0
2778,1913,6.3,150.0,10.0,160.0,,PERU,160.0
2780,1913,7.0,942.0,10.0,30.0,112.0,CHINA,30.0
2781,1914,7.1,29.0,,30.0,,JAPAN,30.0
2786,1914,7.2,94.0,33.0,30.0,,JAPAN,30.0
2788,1914,4.9,120.0,,130.0,,ITALY,130.0
2792,1914,7.6,20.0,35.0,60.0,20.0,INDONESIA,60.0
2793,1914,7.5,1.0,,40.0,,CHINA,40.0
2795,1914,7.0,4000.0,,140.0,700.0,TURKEY,140.0
2800,1914,6.3,14.0,30.0,130.0,,GREECE,130.0
2802,1915,7.5,29978.0,10.0,130.0,,ITALY,130.0
2808,1915,6.2,6.0,,150.0,,USA,150.0
2816,1915,7.0,170.0,,40.0,,CHINA,40.0
2836,1916,6.5,180.0,,30.0,,TAIWAN,30.0
2841,1916,6.0,1.0,,30.0,20.0,TAIWAN,30.0
2842,1917,6.3,54.0,,30.0,85.0,TAIWAN,30.0
2843,1917,6.6,1500.0,,60.0,,INDONESIA,60.0
2848,1917,6.4,7.0,,170.0,2.0,PHILIPPINES,170.0
2858,1917,6.8,1800.0,33.0,30.0,,CHINA,30.0
2861,1917,7.3,6.0,40.0,160.0,,COLOMBIA,160.0
2865,1917,6.0,2650.0,,100.0,,GUATEMALA,100.0
2870,1918,7.3,2000.0,23.0,30.0,,CHINA,30.0
2876,1918,8.3,46.0,33.0,170.0,,PHILIPPINES,170.0
2902,1920,7.8,648.0,,150.0,167.0,MEXICO,150.0
2906,1920,8.0,5.0,,30.0,20.0,TAIWAN,30.0
2908,1920,5.8,1400.0,10.0,130.0,,ITALY,130.0
2910,1920,6.2,200.0,25.0,130.0,,ALBANIA,130.0
2911,1920,8.3,200000.0,25.0,30.0,,CHINA,30.0
2912,1920,6.0,400.0,10.0,160.0,,ARGENTINA,160.0
2938,1922,6.3,5.0,,170.0,,PHILIPPINES,170.0
2945,1922,7.6,5.0,,30.0,7.0,TAIWAN,30.0
2949,1922,8.7,500.0,35.0,160.0,,CHILE,160.0
2961,1923,7.3,4800.0,13.0,30.0,,CHINA,30.0
2966,1923,5.7,2200.0,,140.0,,IRAN,140.0
2970,1923,7.9,142807.0,35.0,30.0,47000.0,JAPAN,30.0
2972,1923,6.9,50.0,15.0,60.0,,BANGLADESH,60.0
2973,1923,6.4,157.0,,140.0,,IRAN,140.0
2974,1923,6.9,290.0,,140.0,,IRAN,140.0
2978,1923,5.3,300.0,,160.0,,COLOMBIA,160.0
2982,1924,6.9,40.0,,160.0,,ECUADOR,160.0
2987,1924,5.3,50.0,,140.0,,TURKEY,140.0
2990,1924,7.3,100.0,33.0,40.0,,CHINA,40.0
2994,1924,6.8,60.0,,140.0,,TURKEY,140.0
3000,1925,5.8,200.0,,140.0,,TURKEY,140.0
3003,1925,7.0,5000.0,26.0,30.0,,CHINA,30.0
3006,1925,6.8,17.0,33.0,170.0,,PHILIPPINES,170.0
3009,1925,6.8,395.0,,30.0,,JAPAN,30.0
3012,1925,6.8,13.0,10.0,150.0,,USA,150.0
3014,1925,5.9,3.0,,140.0,,TURKEY,140.0
3017,1925,5.8,12.0,,30.0,,CHINA,30.0
3021,1925,5.5,500.0,,140.0,,IRAN,140.0
3022,1925,5.5,2.0,,140.0,,IRAN,140.0
3033,1926,5.8,9.0,10.0,130.0,200.0,AZORES (PORTUGAL),130.0
3037,1926,5.7,360.0,7.0,140.0,,TURKEY,140.0
3046,1927,7.3,3022.0,10.0,30.0,3295.0,JAPAN,30.0
3048,1927,5.0,7.0,,30.0,,CHINA,30.0
3051,1927,7.6,40912.0,27.0,30.0,524.0,CHINA,30.0
3055,1927,6.3,268.0,33.0,140.0,,ISRAEL,140.0
3060,1927,6.8,30.0,,30.0,190.0,TAIWAN,30.0
3061,1927,6.8,11.0,17.0,110.0,122.0,UKRAINE,110.0
3078,1928,5.0,4.0,,140.0,,IRAN,140.0
3083,1928,6.5,170.0,,140.0,700.0,TURKEY,140.0
3085,1928,6.8,127.0,7.0,110.0,1735.0,BULGARIA,110.0
3088,1928,6.0,20.0,29.0,130.0,,GREECE,130.0
3093,1928,7.3,29.0,,160.0,,PERU,160.0
3097,1928,7.7,4.0,35.0,150.0,,MEXICO,150.0
3099,1928,5.8,6.0,,30.0,10.0,CHINA,30.0
3100,1928,5.4,10.0,9.0,140.0,,IRAN,140.0
