I_D,FLAG_TSUNAMI,YEAR,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS
7765,No,2008,4.3,INDIA,INDIA:  WEST BENGAL,23.433,87.111,60,1
7766,No,2008,5.1,MEXICO,MEXICO:  BAJA CALIFORNIA,32.456,-115.315,150,
7767,No,2008,4.9,IRAN,IRAN:  NASIRABAD,31.73,51.2,140,
7768,No,2008,4.9,RWANDA,RWANDA:  GISENYI,-2.404,28.918,10,1
7769,No,2008,5,LEBANON,LEBANON-SYRIA:  BAALBEC,33.327,35.305,140,
7870,No,2008,7.4,INDONESIA,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,60,3
7871,No,2008,6,USA,NEVADA:  WELLS,41.153,-114.867,150,
7743,Yes,2008,6.5,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,60,
7872,No,2008,4.8,UK,UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,120,
7873,No,2008,4.3,BRAZIL,BRAZIL:  SOBRAL,-3.7,-40.35,160,
7874,No,2008,4.5,INDIA,INDIA:  GUJARAT,23.33,70.592,60,
7875,No,2008,7.2,CHINA,CHINA:  XINJIANG PROVINCE,35.49,81.467,40,
7876,No,2008,5.3,PERU,PERU:  OFF COAST,-12.178,-77.164,160,
7800,Yes,2008,7.3,NEW CALEDONIA,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,170,
8127,No,2008,6.1,GUATEMALA,GUATEMALA,13.564,-90.599,100,
7823,No,2008,5.3,USA,ILLINOIS:  WEST SALEM,38.452,-87.886,150,
8128,No,2008,5,USA,NEVADA:  FALLON,39.52,-119.93,150,
8138,Yes,2008,6.4,VANUATU,VANUATU ISLANDS,-19.941,168.953,170,
8129,No,2008,4.5,IRAN,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,140,
8130,No,2008,6.8,JAPAN,JAPAN:  HONSHU:  E COAST,36.158,141.521,30,
7843,Yes,2008,7.9,CHINA,CHINA:  SICHUAN PROVINCE,31.002,103.322,30,87652
8122,No,2008,,BRAZIL,BRAZIL:  ALCANTARAS,-3.91,-40.44,160,
7879,No,2008,5.6,COLOMBIA,"COLOMBIA:  META, QUETAME",4.33,-73.764,160,6
7881,No,2008,6,CHINA,CHINA:  SICHUAN PROVINCE,32.57,105.424,30,8
8123,No,2008,5.6,COSTA RICA,PANAMA-COSTA RICA,8.423,-82.968,100,
8124,No,2008,5.7,CHINA,CHINA:  SICHUAN PROVINCE,32.71,105.54,30,
7880,No,2008,6.3,ICELAND,ICELAND: REYKJAVIK,64.004,-21.012,120,
8125,No,2008,5.5,ALGERIA,ALGERIA:  ORAN,35.883,-0.658,15,1
8126,No,2008,3.8,INDIA,INDIA:  MANPUR,24.702,84.964,60,
7925,No,2008,6.3,GREECE,"GREECE:  ACHAIA, ILEIA",37.963,21.525,130,2
7907,No,2008,6.9,JAPAN,JAPAN:  HONSHU:  TOKYO,39.03,140.881,30,13
8120,No,2008,5.5,PERU,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,160,
8121,No,2008,5,IRAN,IRAN:  NE:  KATKAN,35.5,58.8,140,
8955,No,2008,7.7,RUSSIA,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,50,
8163,No,2008,6.2,PERU,PERU:  AREQUIPA,-15.986,-71.748,160,1
7971,Yes,2008,6.9,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,
8164,No,2008,6.8,JAPAN,JAPAN:  HONSHU:  N,39.802,141.464,30,1
8165,No,2008,5.6,CHINA,CHINA:  SICHUAN PROVINCE,32.747,105.542,30,1
8166,No,2008,5.4,USA,CALIFORNIA:  LOS ANGELES,33.953,-117.761,150,
8167,No,2008,5.7,CHINA,CHINA:  SICHUAN PROVINCE,32.036,104.722,30,
8168,No,2008,6,CHINA,CHINA:  SICHUAN PROVINCE,32.756,105.494,30,4
8169,No,2008,5.2,VENEZUELA,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,160,
8170,No,2008,6,PHILIPPINES,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,170,
8171,No,2008,5,CHINA,CHINA:  YUNNAN PROVINCE,25.051,97.919,30,
8172,No,2008,6,CHINA,CHINA:  YUNNAN PROVINCE,25.044,97.684,30,5
8173,No,2008,5.5,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,170,
8174,No,2008,6.7,CHINA,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,40,
10114,Yes,2008,5,ATLANTIC OCEAN,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,70,
8175,No,2008,6.2,RUSSIA,RUSSIA:  LAKE BAYKAL,51.607,104.158,40,
8132,No,2008,5.9,CHINA,CHINA:  SICHUAN PROVINCE,26.272,101.937,30,43
8176,No,2008,4.1,TURKEY,TURKEY:  ADIYAMAN,37.507,38.503,140,
8185,No,2008,5.4,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,60,2
8133,No,2008,6.1,IRAN,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,140,7
8134,Yes,2008,6.8,JAPAN,JAPAN:  HOKKAIDO,41.892,143.754,30,
8186,No,2008,5,INDIA,INDIA:  MAHARASHTRA,17.438,73.915,60,1
8160,No,2008,6.6,KYRGYZSTAN,KYRGYZSTAN: NURA,39.533,73.824,40,74
8161,No,2008,6.3,CHINA,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,40,9
8162,No,2008,5.7,RUSSIA,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,40,13
8177,No,2008,6.4,PAKISTAN,PAKISTAN:  QUETTA,30.639,67.351,60,166
8206,No,2008,6.4,PAKISTAN,PAKISTAN:  ZIARAT,30.598,67.455,60,
8207,No,2008,6.3,CHINA,CHINA:  QINGHAI PROVINCE,37.565,95.833,40,
8191,Yes,2008,7.3,INDONESIA,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,170,6
8192,No,2008,6.1,PANAMA,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,100,
8208,No,2008,4.1,CZECH REPUBLIC,CZECH REPUBLIC:  KARVINA,49.914,18.455,110,2
8253,No,2008,5.4,IRAN,IRAN:  S,26.99,55.8,140,
8254,No,2008,4.5,CHINA,CHINA:  SICHUAN PROVINCE,32.518,105.395,30,2
8255,No,2008,4.1,ARGENTINA,ARGENTINA:  POTRERILLOS,-32.938,-69.259,160,
8256,No,2008,4.7,MYANMAR (BURMA),MYANMAR (BURMA),23.97,97.569,60,
9834,No,2008,4.8,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,30,
8257,No,2008,5.8,AFGHANISTAN,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,40,
8204,Yes,2009,7.6,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,170,5
8211,Yes,2009,7.3,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,170,
8210,No,2009,6.1,COSTA RICA,COSTA RICA:  LA PAZ,10.165,-84.197,100,23
8250,Yes,2009,7.4,RUSSIA,RUSSIA:  KURIL ISLANDS,46.857,155.154,50,
8258,No,2009,4.6,PERU,PERU:  PACCHA,-11.779,-75.626,160,
8251,Yes,2009,7.2,INDONESIA,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,170,
8278,No,2009,5.4,PAKISTAN,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,60,
8279,No,2009,5.5,CHINA,CHINA:  XINJIANG PROVINCE,40.657,78.692,40,
8259,Yes,2009,7.6,TONGA,TONGA ISLANDS,-23.046,-174.659,170,
8298,No,2009,4.1,INDIA,INDIA:  CHAIBASA,22.399,85.903,60,
8299,No,2009,4.4,NICARAGUA,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,100,
8264,No,2009,6.3,ITALY,ITALY:  L'AQUILA,42.334,13.334,130,309
8277,No,2009,5.5,ITALY,ITALY:  L'AQUILA,42.275,13.464,130,1
8317,No,2009,5.2,INDIA,INDIA:  JAISALMER,27.143,70.749,60,
8318,No,2009,5.4,AFGHANISTAN,AFGHANISTAN:  NANGARHAR,34.185,70.076,40,19
8379,No,2009,4.6,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.212,37.597,140,
8380,No,2009,5.7,SAUDI ARABIA,SAUDI ARABIA: WESTERN,25.292,37.744,140,
8381,No,2009,4.9,INDIA,INDIA:  KASHMIR,33.198,75.787,60,
8382,No,2009,5.3,MACEDONIA,BALKANS NW:  MACEDONIA,41.303,22.714,130,
8297,Yes,2009,7.3,HONDURAS,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,90,7
8384,No,2009,5.7,VANUATU,VANUATU ISLANDS:  TONGOA,-17.026,168.329,170,
8385,No,2009,6.3,VANUATU,VANUATU ISLANDS:  TONGOA,-17.757,167.949,170,
8383,No,2009,5.4,KAZAKHSTAN,KAZAKHSTAN:  TEKELI,44.724,78.864,40,1
10419,Yes,2009,6.4,GREECE,GREECE:  CRETE,34.164,25.471,130,
8388,No,2009,6,PANAMA,PANAMA: PANAMA CITY,9.59,-78.966,100,
8389,No,2009,5.7,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,30,
8357,Yes,2009,7.8,NEW ZEALAND,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,170,
8390,No,2009,5.8,CHINA,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,40,
8492,No,2009,3.4,CHINA,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,30,2
8378,Yes,2009,7.5,INDIA,INDIA:  ANDAMAN I,14.099,92.888,60,
8377,Yes,2009,6.4,JAPAN,JAPAN:  HONSHU:  S COAST,34.743,138.264,30,1
8472,Yes,2009,6.7,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,60,
8512,No,2009,6.2,CHINA,CHINA:  QINGHAI PROVINCE,37.696,95.718,40,
8513,No,2009,5.2,MYANMAR (BURMA),MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,60,
8386,Yes,2009,7,INDONESIA,INDONESIA:  JAVA,-7.782,107.297,60,81
8532,No,2009,6,GEORGIA,GEORGIA:  NORTHWESTERN,42.66,43.443,40,
8387,No,2009,6.3,VENEZUELA,VENEZUELA:  CARABOBO,10.705,-67.92,160,
8533,No,2009,5.7,PHILIPPINES,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,170,
8534,No,2009,5.7,INDONESIA,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,60,
8392,No,2009,6.1,BHUTAN,BHUTAN:  TASHIGANG,27.332,91.437,60,11
8535,No,2009,3.1,AUSTRALIA,AUSTRALIA:  MORNINGTON,-38.28,145.25,170,
8408,Yes,2009,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,170,
8409,Yes,2009,7.5,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117
8552,No,2009,6.6,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,60,3
8410,Yes,2009,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,170,
8572,No,2009,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,170,
8573,No,2009,5.4,ECUADOR,ECUADOR:  TENA,-0.962,-77.817,160,
8574,No,2009,6.1,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.517,70.95,40,5
8772,No,2009,5.3,BHUTAN,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,60,
8431,No,2009,4.9,CHINA,CHINA:  YUNNAN PROVINCE,25.962,100.825,30,
8430,No,2009,5.1,IRAN,IRAN:  BANDAR ABBAS,27.334,56.202,140,
8451,No,2009,6.6,INDONESIA,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,60,2
8592,No,2009,5.4,VENEZUELA,VENEZUELA:  SIQUISIQUE,10.434,-69.715,160,
8792,No,2009,3.5,SOUTH AFRICA,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,10,2
8793,No,2009,5.9,MALAWI,MALAWI:  KARONGA,-9.948,33.878,10,1
8794,No,2009,5.1,INDIA,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,60,
8795,No,2009,4.9,JAPAN,JAPAN:  HONSHU:  ITO,34.921,139.261,30,
8652,No,2009,6.4,TAIWAN,TAIWAN:  HUALIEN,23.796,121.605,30,
8632,No,2009,6,MALAWI,MALAWI:  KARONGA,-10.108,33.818,10,3
8812,No,2009,5.9,MEXICO,MEXICO:  MEXICALI,32.437,-115.165,150,
8813,No,2009,5.2,BHUTAN,BHUTAN:  DAMETSI,27.319,91.51,60,
8693,No,2010,5.1,TAJIKISTAN,TAJIKISTAN,38.245,71.467,40,
8672,Yes,2010,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,170,
8673,Yes,2010,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,170,
8692,Yes,2010,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,170,
8992,No,2010,5.1,INDONESIA,INDONESIA:  JAVA:  GARUT,-7.907,107.879,60,1
8712,No,2010,6.5,USA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,150,
8732,Yes,2010,7,HAITI,HAITI:  PORT-AU-PRINCE,18.457,-72.533,90,316000
8993,No,2010,5.5,VENEZUELA,VENEZUELA:  CARIACO,10.454,-63.475,160,
8994,No,2010,5,IRAN,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,140,
8995,No,2010,4.4,CHINA,CHINA:  GUIZHOU PROVINCE,25.558,105.804,30,7
8752,No,2010,4.7,CHINA,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,30,1
9052,No,2010,4.8,CHINA,CHINA:  YUNNAN PROVINCE,25.523,101.903,30,
9032,Yes,2010,7,JAPAN,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,30,
8872,Yes,2010,8.8,CHILE,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,160,402
9053,No,2010,6.3,ARGENTINA,ARGENTINA:  SALTA,-24.872,-65.602,160,2
9152,No,2010,6.3,TAIWAN,TAIWAN:  KAO-HSIUNG,22.918,120.795,30,
8892,No,2010,6.1,TURKEY,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,140,51
8912,Yes,2010,6.9,CHILE,CHILE:  RANCAGUA,-34.29,-71.891,160,
9372,No,2010,6.7,INDIA,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,60,
8932,No,2010,7.2,MEXICO,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,150,2
8973,Yes,2010,7.8,INDONESIA,INDONESIA:  SUMATRA,2.383,97.048,60,
8972,No,2010,6.9,CHINA,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,30,2220
9012,No,2010,5.6,AFGHANISTAN,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,40,11
9033,No,2010,5.2,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.794,121.406,60,
9512,No,2010,4.5,INDIA,INDIA:  CHAMOLI,30.099,80.026,60,
9513,No,2010,6.2,PERU,PERU:  TACNA,-18.058,-70.547,160,
9092,No,2010,7.2,INDONESIA,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,60,
9132,No,2010,5.2,ALGERIA,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,15,2
9514,No,2010,5.8,USA TERRITORY,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,90,
9172,Yes,2010,4.4,USA TERRITORY,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,170,
9252,Yes,2010,7.5,INDIA,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,60,
9764,No,2010,5.8,USA,CALIFORNIA:  OCOTILLO,32.7,-115.921,150,
9292,No,2010,7,INDONESIA,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,170,17
9765,No,2010,5.9,INDIA,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,60,
9766,No,2010,5.2,INDIA,INDIA:  TAULI,29.872,80.428,60,
9373,No,2010,5.2,CANADA,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,150,
9767,No,2010,6.2,MEXICO,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,150,1
9412,No,2010,5.8,IRAN,IRAN:  FARSINAJ,27.022,53.861,140,1
9432,No,2010,7.6,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,170,
9769,No,2010,5.4,IRAN,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,140,
9452,Yes,2010,7.2,VANUATU,VANUATU ISLANDS,-17.541,168.069,170,
9770,No,2010,7.1,ECUADOR,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,160,
9612,Yes,2010,6.9,USA TERRITORY,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,170,
9472,No,2010,5.7,IRAN,IRAN:  DAMGHAN-TORUD,35.49,54.47,140,3
9771,No,2010,4.9,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,30,
9492,No,2010,7,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,
9772,No,2010,5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,170,
9773,No,2010,5.1,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,170,
9774,No,2010,5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,170,
9775,No,2010,4.8,BANGLADESH,BANGLADESH:  NARAYANGANJ,23.407,90.648,60,
9552,No,2010,5.8,IRAN,IRAN:  SHIRAZ,29.647,51.665,140,1
9777,No,2010,5.2,PAKISTAN,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,60,1
9592,Yes,2010,7.8,INDONESIA,INDONESIA:  SUMATRA,-3.487,100.082,60,
9632,No,2010,5.5,SERBIA,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,130,2
9803,No,2010,4.9,IRAN,IRAN:  DORUD-RAZAN,33.37,48.94,140,
9825,No,2010,4.7,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,60,
9827,No,2010,5.1,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,
9826,No,2010,3.7,USA,OKLAHOMA:  LUTHER,35.827,-96.772,150,
9760,No,2010,6.5,IRAN,IRAN:  KERMAN,28.412,59.18,140,7
9759,Yes,2010,7.4,JAPAN,JAPAN:  BONIN ISLANDS,26.901,143.698,30,
9761,Yes,2010,7.3,VANUATU,VANUATU ISLANDS,-19.702,167.947,170,
9828,No,2010,4.5,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,170,
9762,No,2011,4.5,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,140,
9811,Yes,2011,6.5,VANUATU,VANUATU ISLANDS,-19.157,168.311,170,
9763,No,2011,7.2,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,60,3
9830,No,2011,4.8,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,30,
9831,No,2011,6.3,MYANMAR (BURMA),MYANMAR (BURMA):  MONYWA,24.618,94.68,60,1
9776,Yes,2011,6.8,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,160,
9832,No,2011,3.1,USA,COLORADO:  PAONIA,38.947,-107.497,150,
9779,Yes,2011,6.1,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,170,181
9835,No,2011,5.5,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,170,
9797,Yes,2011,7.5,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,
9836,No,2011,5.5,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,30,25
9799,Yes,2011,9.1,JAPAN,JAPAN:  HONSHU,38.297,142.372,30,1475
9805,No,2011,7.9,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,
9806,No,2011,7.6,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,
9801,No,2011,6.8,MYANMAR (BURMA),MYANMAR:  TACHILEK,20.687,99.822,60,75
9848,No,2011,5.4,NEPAL,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,60,
9804,Yes,2011,7.1,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,30,3
9847,No,2011,5.1,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,30,
9841,No,2011,6.6,JAPAN,JAPAN:  HONSHU,37.001,140.401,30,7
9864,No,2011,6.1,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,170,
10440,Yes,2011,6.8,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-20.244,168.226,170,
9821,No,2011,5.1,SPAIN,SPAIN:  LORCA,37.699,-1.672,130,10
9833,No,2011,4.3,TURKEY,TURKEY:  SIMAV,39.12,29.04,140,2
9857,No,2011,5.3,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,40,
9858,No,2011,6,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,170,1
9859,No,2011,5.3,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,30,
9824,Yes,2011,7.3,USA,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,
9860,No,2011,5.3,CHINA,CHINA:  QINGHAI PROVINCE,32.447,95.948,40,
9822,Yes,2011,7.6,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,170,
9823,Yes,2011,7,JAPAN,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,
9829,No,2011,6.1,UZBEKISTAN,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,40,14
9862,No,2011,5,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,30,
9872,No,2011,5.7,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,40,
9838,Yes,2011,7.1,VANUATU,VANUATU ISLANDS,-18.365,168.143,170,
9837,Yes,2011,7,VANUATU,VANUATU ISLANDS,-18.311,168.218,170,
9873,No,2011,5.4,USA,COLORADO:  SEGUNDO,37.063,-104.701,150,
9861,No,2011,5.8,USA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,150,
9839,Yes,2011,6.8,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,
9840,No,2011,6.7,INDONESIA,INDONESIA:  SUMATRA,2.965,97.893,60,10
9874,No,2011,4.3,INDIA,INDIA:  DELHI,28.724,77.189,60,
9842,No,2011,6.9,INDIA,INDIA:  SIKKIM,27.73,88.155,60,111
9843,No,2011,5.6,GUATEMALA,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,100,1
9875,No,2011,5,INDIA,INDIA:  GUJARAT,21.211,70.533,60,
9846,Yes,2011,7.4,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.993,-176.238,170,
9845,No,2011,7.1,TURKEY,"TURKEY:  ERCIS, VAN",38.722,43.513,140,604
9886,No,2011,6.9,PERU,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,160,1
9887,No,2011,3.5,INDIA,INDIA:  SIKKIM,27.449,88.684,60,2
9888,No,2011,4,ECUADOR,ECUADOR:  POMASQUI,-0.13,-78.37,160,
9849,No,2011,5.6,CHINA,CHINA:  XINJIANG PROVINCE,43.648,82.437,40,
9850,No,2011,5.7,USA,OKLAHOMA:  SPARKS,35.532,-96.765,150,
9851,No,2011,5,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,170,
9889,No,2011,5,USA,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,150,
9852,No,2011,5.7,TURKEY,TURKEY:  VAN,38.429,43.229,140,40
9890,No,2011,5.8,INDIA,INDIA:  ASSAM,24.955,95.236,60,
9863,No,2011,5.1,EL SALVADOR,EL SALVADOR-GUATEMALA,13.297,-87.898,100,
9891,No,2011,5.3,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,40,
9854,No,2011,5.3,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,170,
9853,No,2011,6.4,MEXICO,MEXICO:  GUERRERO,17.844,-99.963,150,2
9855,No,2011,5.8,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,170,
9856,No,2011,6.7,RUSSIA,RUSSIA:  KYZYL,51.842,95.911,40,
9866,No,2012,5.3,IRAN,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,140,
9867,No,2012,6.4,PERU,PERU:  ICA,-14.168,-75.635,160,
9871,Yes,2012,7,VANUATU,VANUATU ISLANDS,-17.827,167.133,170,
9870,No,2012,6.7,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,170,51
9904,No,2012,5.9,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,30,
9903,No,2012,5.2,IRAN,IRAN:  RAVAR,31.428,56.778,140,
9905,No,2012,5.6,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,170,
10413,Yes,2012,6.7,VANUATU,VANUATU ISLANDS,-19.125,169.613,170,
9878,Yes,2012,6.9,JAPAN,JAPAN:  HOKKAIDO,40.887,144.944,30,
9877,No,2012,5.8,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,170,
9876,Yes,2012,7.4,MEXICO,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,150,2
9920,No,2012,7.2,CHILE,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,160,1
9879,Yes,2012,8.6,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,60,10
9880,Yes,2012,8.2,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,60,
9885,Yes,2012,6.3,VANUATU,VANUATU ISLANDS,-18.972,168.741,170,
9884,No,2012,6.7,CHILE,CHILE:  VALPARAISO,-32.625,-71.365,160,2
9893,No,2012,5.4,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,140,
9894,No,2012,5.7,AZERBAIJAN,AZERBAIJAN:  ZAGATALA,41.549,46.789,40,
9930,No,2012,5.4,INDIA,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,60,
9931,No,2012,5.7,TAJIKISTAN,TAJIKISTAN,38.612,70.354,40,1
9932,No,2012,6.3,CHILE,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,160,
